beige,,[sound:beige.mp4],,,https://signsuisse.sgb-fss.ch/fr/lexikon/g/beige-2/,,lsf-1 couleur
Belgique,,[sound:Belgique.mp4],,,https://signsuisse.sgb-fss.ch/fr/lexikon/g/belgique/,,lsf-1 lieu
belle-mère,,[sound:belle-mère.mp4],,,https://signsuisse.sgb-fss.ch/fr/lexikon/g/belle-mere/,,lsf-1 famille
belle-sœur,,,"<img src=""belle-sœur.png"">",,https://signsuisse.sgb-fss.ch/fr/lexikon/g/belle-soeur/,,lsf-1 
Berne,Canton suisse.,[sound:Berne.mp4],,,,,lsf-2 lieu
beurre,,[sound:beurre.mp4],,,https://signsuisse.sgb-fss.ch/fr/lexikon/g/beurre/,,lsf-1 nourriture
bibliothèque,,[sound:bibliothèque.mp4],,,https://signsuisse.sgb-fss.ch/fr/lexikon/g/bibliotheque/,,lsf-2 
bien sûr,,[sound:bien sûr.mp4],,,https://signsuisse.sgb-fss.ch/fr/lexikon/g/bien-sur/,,lsf-2 
bientôt,,[sound:bientôt.mp4],,,https://signsuisse.sgb-fss.ch/fr/lexikon/g/bientot/,,lsf-1 adverbe
bienvenue,,[sound:bienvenue.mp4],"<img src=""bienvenue.png"">","En cours, précédé de [ bien ]",https://signsuisse.sgb-fss.ch/fr/lexikon/g/bienvenue/,,lsf-2 formule
bijou,,[sound:bijou.mp4],,,,,lsf-1 
billet,,[sound:billet.mp4],,,https://signsuisse.sgb-fss.ch/fr/lexikon/g/billet-1/,,lsf-2 
bio,,[sound:bio.mp4],,,,,lsf-2 adjectif
